iReady_Admin,Subject,Student ID,Student Grade,Academic Year,Enrolled,Sex,Hispanic or Latino,Race,English Language Learner,Special Education,Economically Disadvantaged,Migrant,Class(es),Class Teacher(s),Report Group(s),Start Date,Completion Date,Baseline Diagnostic (Y/N),Most Recent Diagnostic (Y/N),Duration (min),Rush Flag,Overall Scale Score,Overall Placement,Overall Relative Placement,Percentile,Grouping,Lexile Measure,Lexile Range,Phonological Awareness Scale Score,Phonological Awareness Placement,Phonological Awareness Relative Placement,Phonics Scale Score,Phonics Placement,Phonics Relative Placement,High-Frequency Words Scale Score,High-Frequency Words Placement,High-Frequency Words Relative Placement,Vocabulary Scale Score,Vocabulary Placement,Vocabulary Relative Placement,Reading Comprehension: Overall Scale Score,Reading Comprehension: Overall Placement,Reading Comprehension: Overall Relative Placement,Reading Comprehension: Literature Scale Score,Reading Comprehension: Literature Placement,Reading Comprehension: Literature Relative Placement,Reading Comprehension: Informational Text Scale Score,Reading Comprehension: Informational Text Placement,Reading Comprehension: Informational Text Relative Placement,Diagnostic Gain,Annual Typical Growth Measure,Annual Stretch Growth Measure,Percent Progress to Annual Typical Growth (%),Percent Progress to Annual Stretch Growth (%),Mid On Grade Level Scale Score,Reading Difficulty Indicator (Y/N)
iReady 4,ELA,1962021,1,2022-2023,Enrolled,female,,Black or African American,,,,,Homeroom 1 - Lubrano - Homeroom-62c47c737082816f437258e7; Mathematics 1 - Lubrano - Period 11-62f693a71f27ae5a02559a0f; Reading 1 - Lubrano - Period 3-6310fd89fe1443337c6880d4; Science 1 - Kim - Period 13-62fa506e8914f13d8a6cb7fd; Small Group Instruction/What I Need 1 - Lubrano - Period 15-631f599cfe910d50ae362f27; Small Group Instruction/What I Need 1 - Lubrano - Period 6-631f446617bc886bc57da6b0; Structured Play 1 - Gonzalez Giraldo - Period 8-62f693a71f27ae5a02559a0e,"Brady, Jacquelyn; Gonzalez Giraldo, Isabella; Kim, Yuri; Lubrano, Alice; McMillan, Sharone; Medina, Margarita; Peralta, Britany; Zalot, Amy",1st Grade Reading; All PS Reading; Catapult Tutoring with Added Students; Primary School,06/08/2023,06/08/2023,N,Y,72,,397,Level K,1 Grade Level Below,12,2,BR230L,BR330L-BR180L,379,Level K,1 Grade Level Below,406,Level K,1 Grade Level Below,392,Level K,1 Grade Level Below,462,Mid 1,Mid or Above Grade Level,374,Level K,1 Grade Level Below,377,Level K,1 Grade Level Below,372,Level K,1 Grade Level Below,42,49,67,86,63,458,Y
iReady 4,ELA,1792016,5,2022-2023,Enrolled,male,Y,Hispanic or Latino,,,,,Homeroom 5 - Dupree - Homeroom IS-62c47c737082816f437258d7; Mathematics 5 - Crowell - Period 3-62f2b003e760951681540016; Reading 5 - Dupree - Period 8-62f2b003e76095168154000d; Reading Intervention - Moore --63e139a7ab09dd1aa1473498; Science 5 - Dupree - Period 11-62f2b003e76095168153fffa; Small Group Instruction/What I Need 5 - Dupree - Period 5-62f6a39a9d2533345d748d8f,"Crowell, Siani; Dupree, David; Moore, Andrea",5th Grade Reading; All IS Reading; ESY 2023; IS IEP; IS SPED,06/06/2023,06/06/2023,N,Y,21,Yellow Rush Flag,376,Level K,3 or More Grade Levels Below,1,1,BR5L,BR105L-45L,,Tested Out,Mid or Above Grade Level,341,Level K,3 or More Grade Levels Below,432,Level 1,3 or More Grade Levels Below,403,Level K,3 or More Grade Levels Below,361,Level K,3 or More Grade Levels Below,359,Level K,3 or More Grade Levels Below,363,Level K,3 or More Grade Levels Below,0,26,61,0,0,609,Not Provided
iReady 4,ELA,1972021,1,2022-2023,Enrolled,male,,Black or African American,,,,,Homeroom 1 - Goodman - Homeroom PS-62c47c737082816f437258e5; Mathematics 1 - McMillan - Period 8-62f693a71f27ae5a02559a10; Reading 1 - McMillan - Period 3-6310fe0c96c9c7538f12ac27; Science 1 - Goodman - Period 13-62fa506e8914f13d8a6cb7f7; Small Group Instruction/What I Need 1 - McMillan - Period 15-631f5aa2e9d0bd691b5b2305; Small Group Instruction/What I Need 1 - McMillan - Period 6-631f44ebfd89496cd87e2dc0; Structured Play 1 - Gonzalez Giraldo - Period 8-62f693a71f27ae5a02559a0d,"Brady, Jacquelyn; Gonzalez Giraldo, Isabella; Goodman, Brandy; McMillan, Sharone",1st Grade Reading; All PS Reading; Primary School,06/06/2023,06/06/2023,N,Y,81,,494,Late 1,Mid or Above Grade Level,78,5,395L,295L-445L,474,Late 1,Mid or Above Grade Level,518,Level 3,Mid or Above Grade Level,508,Max Score,Mid or Above Grade Level,501,Late 1,Mid or Above Grade Level,478,Mid 1,Mid or Above Grade Level,486,Late 1,Mid or Above Grade Level,470,Mid 1,Mid or Above Grade Level,77,49,67,157,115,458,N
iReady 4,ELA,1742017,5,2022-2023,Enrolled,female,N,Black or African American,,,,,Homeroom 5 - Yentema - Homeroom IS-62c47c737082816f437258d6; Mathematics 5 - Crowell - Period 8-62f2b003e760951681540015; Reading 5 - Yentema - Period 11-62f2b003e760951681540004; Science 5 - Yentema - Period 7-62f2b003e76095168153fff9; Small Group Instruction/What I Need 5 - Yentema - Period 5-62f6a39a9d2533345d748d90,"Crowell, Siani; Moore, Andrea; Yentema, Jessica",5th Grade Reading; All IS Reading,06/06/2023,06/08/2023,N,Y,200,,539,Level 3,2 Grade Levels Below,23,3,735L,635L-785L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,529,Level 3,2 Grade Levels Below,544,Level 4,1 Grade Level Below,536,Level 3,2 Grade Levels Below,552,Level 4,1 Grade Level Below,91,26,61,350,149,609,Not Provided
iReady 4,ELA,1982021,1,2022-2023,Enrolled,female,,Black or African American,,,,,Homeroom 1 - Lubrano - Homeroom-62c47c737082816f437258e7; Mathematics 1 - Lubrano - Period 11-62f693a71f27ae5a02559a0f; Reading 1 - Lubrano - Period 3-6310fd89fe1443337c6880d4; Science 1 - Kim - Period 13-62fa506e8914f13d8a6cb7fd; Small Group Instruction/What I Need 1 - Lubrano - Period 15-631f599cfe910d50ae362f27; Small Group Instruction/What I Need 1 - Lubrano - Period 6-631f446617bc886bc57da6b0; Structured Play 1 - Gonzalez Giraldo - Period 8-62f693a71f27ae5a02559a0e,"Brady, Jacquelyn; Gonzalez Giraldo, Isabella; Kim, Yuri; Lubrano, Alice; McMillan, Sharone; Medina, Margarita; Peralta, Britany; Zalot, Amy",1st Grade Reading; All PS Reading; Catapult Tutoring with Added Students; Primary School,06/06/2023,06/06/2023,N,Y,38,,410,Level K,1 Grade Level Below,19,1,BR145L,BR245L-BR95L,474,Late 1,Mid or Above Grade Level,392,Level K,1 Grade Level Below,415,Level K,1 Grade Level Below,426,Level K,1 Grade Level Below,378,Level K,1 Grade Level Below,394,Level K,1 Grade Level Below,358,Level K,1 Grade Level Below,60,49,67,122,90,458,N
iReady 4,ELA,2142023,1,2022-2023,Enrolled,male,N,Black or African American,,,,,Homeroom 1 - Goodman - Homeroom PS-62c47c737082816f437258e5; Mathematics 1 - McMillan - Period 8-62f693a71f27ae5a02559a10; Reading 1 - McMillan - Period 3-6310fe0c96c9c7538f12ac27; Science 1 - Goodman - Period 13-62fa506e8914f13d8a6cb7f7; Small Group Instruction/What I Need 1 - McMillan - Period 15-631f5aa2e9d0bd691b5b2305; Small Group Instruction/What I Need 1 - McMillan - Period 6-631f44ebfd89496cd87e2dc0; Structured Play 1 - Gonzalez Giraldo - Period 8-62f693a71f27ae5a02559a0d,"Brady, Jacquelyn; Gonzalez Giraldo, Isabella; Goodman, Brandy; McMillan, Sharone",1st Grade Reading; All PS Reading; Catapult Tutoring with Added Students; Primary School,06/06/2023,06/06/2023,N,Y,74,,444,Early 1,Early On Grade Level,43,4,75L,BR25L-125L,444,Mid 1,Mid or Above Grade Level,457,Mid 1,Mid or Above Grade Level,498,Max Score,Mid or Above Grade Level,438,Early 1,Early On Grade Level,411,Level K,1 Grade Level Below,432,Level K,1 Grade Level Below,386,Level K,1 Grade Level Below,97,49,67,198,145,458,N
iReady 4,ELA,1872018,4,2022-2023,Enrolled,male,N,Black or African American,,,,,Homeroom 4 - Bembry - Homeroom IS-62c47c737082816f437258dc; Mathematics 4 - Turner - Period 7-62f2b003e76095168154001b; Reading 4 - Bembry - Period 5-62f2b003e76095168154000b; Science 4 - Bembry - Period 14-62f2b003e760951681540001; Small Group Instruction/What I Need 4 - Bembry - Period 11-62f6a39a9d2533345d748d8e,"Bembry, Denise; Moore, Andrea; Turner, Inayah",4th Grade Reading; All IS Reading; Catapult Tutoring with Added Students,06/06/2023,06/06/2023,N,Y,97,,563,Early 4,Early On Grade Level,54,5,845L,745L-895L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,565,Early 4,Early On Grade Level,562,Early 4,Early On Grade Level,568,Early 4,Early On Grade Level,556,Level 3,1 Grade Level Below,45,20,36,225,125,579,Not Provided
iReady 4,ELA,1902020,7,2022-2023,Enrolled,male,N,Black or African American,,,,,"Current Events 7 - Joyner - Period 3-639230c7d60ac242f53d6983; ELA 7 - McMillan - Period 8-6306414edec4186a935552a4; Homeroom 7 - Robinson - Homeroom MS-62c47c737082816f437258d1; Mathematics 7 - DiPierro - Period 13-630647b14839ae3b4b0b9d2b; Music 7 - Villamil Gomez - Period 3-63065c114d1c76105a6c2ef9; Science 7 - Kelley - Period 5-63064681dbb9dd4f943007a3; Social Studies, History, and Geography 7 - Erstein - Period 7-63065a5c19a57649536a7387","Davis, Georgette; DiPierro, Robert; Erstein, Kali; Fergusson, Devin; Henry, Christopher; Kelley, Brian; Lightfoot, Shea; McMillan, Michele; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",7th Grade Reading; All MS Scholars; All MS Students,06/06/2023,06/06/2023,N,Y,104,,635,Mid 7,Mid or Above Grade Level,72,5,1170L,1070L-1220L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,631,Early 7,Early On Grade Level,637,Mid 7,Mid or Above Grade Level,620,Early 7,Early On Grade Level,653,Mid 7,Mid or Above Grade Level,31,10,25,310,124,632,Not Provided
iReady 4,ELA,2252015,7,2022-2023,Enrolled,female,N,Black or African American,,,,,"Current Events 7 - Joyner - Period 13-63923111e86fa7519d6ba851; ELA 7 - McMillan - Period 13-6306414edec4186a935552a2; Homeroom 7 - Fergusson - Homeroom MS-62c47c737082816f437258cf; Mathematics 7 - DiPierro - Period 5-630647b14839ae3b4b0b9d2a; Music 7 - Villamil Gomez - Period 10-63065c114d1c76105a6c2efa; Science 7 - Kelley - Period 8-63064681dbb9dd4f943007a4; Social Studies, History, and Geography 7 - Henry - Period 3-63065a5c19a57649536a7388","DiPierro, Robert; Erstein, Kali; Fergusson, Devin; Henry, Christopher; Kelley, Brian; Lightfoot, Shea; McMillan, Michele; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",7th Grade Reading; All MS Scholars; All MS Students; Catapult Tutoring with Added Students; Catapult Tutoring- Original; MS Tier 2 iReady 2 ELA; Updated Catapult Tutoring,06/06/2023,06/06/2023,N,Y,229,,604,Level 6,1 Grade Level Below,46,3,1030L,930L-1080L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,595,Level 6,1 Grade Level Below,609,Early 7,Early On Grade Level,627,Early 7,Early On Grade Level,590,Level 6,1 Grade Level Below,47,17,50,276,94,632,Not Provided
iReady 4,ELA,1802014,8,2022-2023,Enrolled,female,N,Black or African American,,,,,"Current Events 8 - Joyner - Period 7-6392320e6a1b2a3e970e4a59; ELA 8 - Fergusson - Period 6-6306414edec4186a935552a0; Homeroom 8 - Joyner - Homeroom MS-62c47c737082816f437258cd; Mathematics 8 - Nelson - Period 3-6307bc3276048d5eab5c5f17; Music 8 - Villamil Gomez - Period 14-63065c114d1c76105a6c2ef7; Science 8 - Davis - Period 11-63064681dbb9dd4f943007a5; Social Studies, History, and Geography 8 - Henry - Period 11-63065a5c19a57649536a7389","Davis, Georgette; Fergusson, Devin; Henry, Christopher; Kelley, Brian; Lightfoot, Shea; Nelson, Jaclyn; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",8th Grade Reading; All MS Scholars; All MS Students,06/06/2023,06/06/2023,N,Y,67,,603,Level 7,1 Grade Level Below,36,3,1025L,925L - 1075L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,615,Level 7,1 Grade Level Below,597,Level 7,1 Grade Level Below,589,Level 6,2 Grade Levels Below,602,Level 7,1 Grade Level Below,108,18,50,600,216,642,Not Provided
iReady 4,ELA,2262015,7,2022-2023,Enrolled,male,N,Black or African American,,,,,"Current Events 7 - Joyner - Period 13-63923111e86fa7519d6ba851; ELA 7 - McMillan - Period 13-6306414edec4186a935552a2; Homeroom 7 - Fergusson - Homeroom MS-62c47c737082816f437258cf; Mathematics 7 - DiPierro - Period 5-630647b14839ae3b4b0b9d2a; Music 7 - Villamil Gomez - Period 10-63065c114d1c76105a6c2efa; Science 7 - Kelley - Period 8-63064681dbb9dd4f943007a4; Social Studies, History, and Geography 7 - Henry - Period 3-63065a5c19a57649536a7388","DiPierro, Robert; Erstein, Kali; Fergusson, Devin; Henry, Christopher; Kelley, Brian; Lightfoot, Shea; McMillan, Michele; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",7th Grade Reading; All MS Scholars; All MS Students,06/06/2023,06/06/2023,N,Y,167,,669,Late 7,Mid or Above Grade Level,93,5,1325L,1225L-1375L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,691,Level 9,Mid or Above Grade Level,658,Late 7,Mid or Above Grade Level,650,Mid 7,Mid or Above Grade Level,666,Late 7,Mid or Above Grade Level,14,4,14,350,100,632,Not Provided
iReady 4,ELA,1992021,1,2022-2023,Enrolled,female,,White,,,,,ESL Grade 1 - Dougherty - Period 13-6329fc7de51efa2b5b21c3af; Homeroom 1 - Goodman - Homeroom PS-62c47c737082816f437258e5; Mathematics 1 - McMillan - Period 8-62f693a71f27ae5a02559a10; Reading 1 - McMillan - Period 3-6310fe0c96c9c7538f12ac27; Science 1 - Goodman - Period 13-62fa506e8914f13d8a6cb7f7; Small Group Instruction/What I Need 1 - McMillan - Period 15-631f5aa2e9d0bd691b5b2305; Small Group Instruction/What I Need 1 - McMillan - Period 6-631f44ebfd89496cd87e2dc0; Structured Play 1 - Gonzalez Giraldo - Period 8-62f693a71f27ae5a02559a0d,"Brady, Jacquelyn; Dougherty, Erin; Gonzalez Giraldo, Isabella; Goodman, Brandy; McMillan, Sharone",1st Grade Reading; All PS Reading; PS ESL; Primary School,06/06/2023,06/07/2023,N,Y,122,,511,Late 1,Mid or Above Grade Level,87,5,505L,405L-555L,458,Late 1,Mid or Above Grade Level,521,Level 3,Mid or Above Grade Level,599,Max Score,Mid or Above Grade Level,499,Late 1,Mid or Above Grade Level,498,Late 1,Mid or Above Grade Level,521,Late 1,Mid or Above Grade Level,473,Mid 1,Mid or Above Grade Level,113,49,67,231,169,458,N
iReady 4,ELA,1812014,8,2022-2023,Enrolled,male,Y,Hispanic or Latino,,,,,"Algebra I - Nelson - Period 13-630647b14839ae3b4b0b9d30; Current Events 8 - Joyner - Period 11-639232b2f0d9f002dd40f468; ELA 8 - Fergusson - Period 3-6306414edec4186a935552a8; Homeroom 8 - Nelson - Homeroom MS-62c47c737082816f437258d0; Music 8 - Villamil Gomez - Period 6-63065c114d1c76105a6c2ef8; Science 8 - Davis - Period 8-63064681dbb9dd4f943007a2; Social Studies, History, and Geography 8 - Henry - Period 10-63065a5c19a57649536a7386","Davis, Georgette; Fergusson, Devin; Henry, Christopher; Kelley, Brian; Lightfoot, Shea; Nelson, Jaclyn; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",8th Grade Reading; All MS Scholars; All MS Students,06/06/2023,06/06/2023,N,Y,67,,649,Mid 8,Mid or Above Grade Level,75,5,1235L,1135L - 1285L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,671,Late 8,Mid or Above Grade Level,638,Early 8,Early On Grade Level,622,Early 8,Early On Grade Level,652,Mid 8,Mid or Above Grade Level,4,4,13,100,31,642,Not Provided
iReady 4,ELA,1882018,4,2022-2023,Enrolled,male,Y,Hispanic or Latino,,,,,Homeroom 4 - Bembry - Homeroom IS-62c47c737082816f437258dc; Mathematics 4 - Turner - Period 7-62f2b003e76095168154001b; Reading 4 - Bembry - Period 5-62f2b003e76095168154000b; Science 4 - Bembry - Period 14-62f2b003e760951681540001; Small Group Instruction/What I Need 4 - Bembry - Period 11-62f6a39a9d2533345d748d8e,"Bembry, Denise; Moore, Andrea; Turner, Inayah",4th Grade Reading; All IS Reading; Catapult Tutoring with Added Students; Catapult Tutoring- Original; Updated Catapult Tutoring,06/06/2023,06/06/2023,N,Y,64,,581,Mid 4,Mid or Above Grade Level,69,5,925L,825L-975L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,564,Early 4,Early On Grade Level,590,Mid 4,Mid or Above Grade Level,583,Mid 4,Mid or Above Grade Level,596,Mid 4,Mid or Above Grade Level,63,20,36,315,175,579,Not Provided
iReady 4,ELA,2152023,7,2022-2023,Enrolled,male,,White,,,,,"Current Events 7 - Joyner - Period 13-63923111e86fa7519d6ba851; ELA 7 - McMillan - Period 13-6306414edec4186a935552a2; Homeroom 7 - Fergusson - Homeroom MS-62c47c737082816f437258cf; Mathematics 7 - DiPierro - Period 5-630647b14839ae3b4b0b9d2a; Music 7 - Villamil Gomez - Period 10-63065c114d1c76105a6c2efa; Science 7 - Kelley - Period 8-63064681dbb9dd4f943007a4; Social Studies, History, and Geography 7 - Henry - Period 3-63065a5c19a57649536a7388","DiPierro, Robert; Erstein, Kali; Fergusson, Devin; Henry, Christopher; Kelley, Brian; Lightfoot, Shea; McMillan, Michele; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",7th Grade Reading; All MS Scholars; All MS Students,06/06/2023,06/06/2023,N,Y,115,,667,Late 7,Mid or Above Grade Level,92,5,1315L,1215L-1365L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,640,Mid 7,Mid or Above Grade Level,683,Level 8,Mid or Above Grade Level,661,Late 7,Mid or Above Grade Level,708,Level 10,Mid or Above Grade Level,45,6,23,750,196,632,Not Provided
iReady 4,ELA,1892018,4,2022-2023,Enrolled,female,Y,Hispanic or Latino,,,,,Homeroom 4 - Shugars - Homeroom IS-62c47c737082816f437258dd; Mathematics 4 - Turner - Period 3-62f2b003e76095168154001a; Reading 4 - Shugars - Period 13-62f2b003e76095168154000e; Science 4 - Shugars - Period 7-62f2b003e76095168153fffe; Small Group Instruction/What I Need 4 - Shugars - Period 11-62f6a39a9d2533345d748d8c,"Moore, Andrea; Shugars, Emily; Turner, Inayah",4th Grade Reading; All IS Reading,06/06/2023,06/06/2023,N,Y,116,,604,Late 4,Mid or Above Grade Level,85,5,1030L,930L-1080L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,620,Late 4,Mid or Above Grade Level,596,Mid 4,Mid or Above Grade Level,605,Late 4,Mid or Above Grade Level,585,Mid 4,Mid or Above Grade Level,20,12,20,167,100,579,Not Provided
iReady 4,ELA,1872016,9,2022-2023,Enrolled,female,Y,,,,,,Algebra 1 - McRae - Ninth Period-62dae13231c9167614706a02; Biology - Bello - Third Period-62dae13c31c9167614706eac; English 9 - Biggs - Sixth Period B-62dae14b31c916761470761b; Financial Literacy - Benavides - First Period-62dae14431c9167614707299; Freshman Seminar - Triolo - First Period-62dae15531c9167614707a83; Orchestra I - Bello - Second Period-62dae13a31c9167614706dbd; Physical Education / Health 9 A - Bradshaw - Fourth Period-62dae13e31c9167614706f73; World History - Jones - Fifth Period-62dae14131c91676147070fc,"Bello, Vincent; Benavides, Edwin; Biggs, Tyasia; Bradshaw, Nicole; Dougba, Varsha; Helmstetter, Daniel; Triolo, Matthew; Williams, Courtney",9th Grade Reading; All Students Reading; HS ESL; HS IEP; Special Education,6/14/2023,6/14/2023,N,Y,10,Red Rush Flag,362,Level K,3 or More Grade Levels Below,,,BR65L,BR165L-BR15L,,Tested Out,Mid or Above Grade Level,396,Level K,3 or More Grade Levels Below,,Tested Out,Mid or Above Grade Level,398,Level K,3 or More Grade Levels Below,338,Level K,3 or More Grade Levels Below,355,Level K,3 or More Grade Levels Below,324,Level K,3 or More Grade Levels Below,0,,,,,,Not Applicable
iReady 4,ELA,2162023,11,2022-2023,Enrolled,male,Y,White,,,,,Algebra 2 - McRae - Fifth Period-62dae14931c9167614707537; Biology - Bello - Ninth Period-62dae14231c91676147071c0; College Prep II - Agyeman - Tenth Period-62dc624abc1d4c308b057f33; English 11 - Simms - First Period-62dae13731c9167614706bfd; Financial Literacy - Benavides - Tenth Period-62defb92cfde7612560795ad; Literature of a People - Bello - Eighth Period-62dae13131c91676147069ae; Physical Education/Health 11 - Torino - Fourth Period-62dae14a31c916761470755a; Public Speaking - Triolo - Third Period-62dae14631c9167614707397; US Government & Civics - Triolo - Third Period-62de8430f4d0bd5b0112d004,"Agyeman, Courtney; Bello, Vincent; Benavides, Edwin; Bradshaw, Nicole; Dougba, Varsha; Helmstetter, Daniel; Salvetta, John; Simms, Ashley; Torino, Christian; Triolo, Matthew",11th Grade Reading; All Students Reading; HS ESL,6/14/2023,6/14/2023,N,Y,53,Red Rush Flag,560,Level 4,3 or More Grade Levels Below,,,870L,770L-920L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,608,Level 8,3 or More Grade Levels Below,532,Level 3,3 or More Grade Levels Below,548,Level 4,3 or More Grade Levels Below,519,Level 3,3 or More Grade Levels Below,0,,,,,,Not Applicable
iReady 4,ELA,1042015,10,2022-2023,Enrolled,female,Y,,,,,,College Prep I - Triolo - Seventh Period A-62dae14f31c91676147077df; English 10 - Helmstetter - First Period-62dae14731c916761470740b; Financial Literacy - Benavides - Eighth Period-62dae13331c9167614706a62; Forensic Science - Bradshaw - Eighth Period-62ea8ad66ba2541a08735b37; Geometry - Anzures - Third Period-62dae14331c916761470725b; Physical Education/Health 10 with Driver's Ed. - Bradshaw - Sixth Period A-62dae13431c9167614706ae6; Physics - Anzures - Tenth Period-62dae13c31c9167614706e87; Public Speaking - Triolo - Seventh Period A-62dc62ca68315c77b970ad8c; Spanish Heritage Honors I - Anzures - Ninth Period-62dae15031c916761470784c,"Benavides, Edwin; Bloom, Laura; Bradshaw, Nicole; Dougba, Varsha; Helmstetter, Daniel; Steen, Michael; Torino, Christian; Triolo, Matthew; Weintraub, Nathaniel; Williams, Courtney",10th Grade Reading; All Students Reading; HS IEP; Special Education,6/14/2023,6/14/2023,N,Y,60,,608,Level 8,2 Grade Levels Below,,,1105L,1005L-1155L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,624,Level 8,2 Grade Levels Below,599,Level 7,3 or More Grade Levels Below,579,Level 5,3 or More Grade Levels Below,618,Level 8,2 Grade Levels Below,1,,,,,,Not Applicable
iReady 4,ELA,1902016,9,2022-2023,Enrolled,female,Y,,,,,,Biology - Bello - Third Period-62dae13c31c9167614706eac; English 9 - Biggs - Sixth Period B-62dae14b31c916761470761b; Financial Literacy - Benavides - Ninth Period-62dae13b31c9167614706df6; Freshman Seminar - Triolo - Ninth Period-62dae13531c9167614706b25; Geometry - McRae - First Period-62dae13931c9167614706d03; Orchestra I - Bello - Tenth Period-62dae14831c916761470744a; Physical Education / Health 9 A - Bradshaw - Fourth Period-62dae13e31c9167614706f73; World History - Jones - Fifth Period-62dae14131c91676147070fc,"Bello, Vincent; Benavides, Edwin; Biggs, Tyasia; Bradshaw, Nicole; Dougba, Varsha; Helmstetter, Daniel; Steen, Michael; Triolo, Matthew; Williams, Courtney",9th Grade Reading; All Students Reading,6/14/2023,6/14/2023,N,Y,61,,636,Level 8,1 Grade Level Below,,,1245L,1145L-1295L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,637,Level 8,1 Grade Level Below,636,Level 8,1 Grade Level Below,643,Early 9,Early On Grade Level,629,Level 8,1 Grade Level Below,0,,,,,,Not Applicable
iReady 4,ELA,1912016,9,2022-2023,Enrolled,female,Y,,,,,,Biology - Biggs - Fifth Period-62dae15031c9167614707827; English 9 - Biggs - Third Period-62dae14431c91676147072be; Financial Literacy - Benavides - Ninth Period-62dae13b31c9167614706df6; Freshman Seminar - Triolo - First Period-62dae15531c9167614707a83; Geometry Honors - Benavides - Sixth Period B-62dae15331c91676147079e1; Orchestra II - Bello - Ninth Period-62dae14f31c91676147077c3; Physical Education / Health 9 A - Bradshaw - Second Period-62dae13b31c9167614706e1b; World History - Jones - Tenth Period-62dae13b31c9167614706e62,"Bello, Vincent; Benavides, Edwin; Biggs, Tyasia; Bradshaw, Nicole; Dougba, Varsha; Triolo, Matthew",9th Grade Reading; All Students Reading,6/14/2023,6/14/2023,N,Y,102,,747,Level 12,Mid or Above Grade Level,,,1725L,1695L-1725L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,746,Level 12,Mid or Above Grade Level,748,Level 12,Mid or Above Grade Level,788,Level 12,Mid or Above Grade Level,721,Level 10,Mid or Above Grade Level,37,,,,,,Not Applicable
iReady 4,ELA,1922016,9,2022-2023,Enrolled,male,N,Black or African American,,,,,Biology - Bello - Third Period-62dae13c31c9167614706eac; English 9 - Biggs - Sixth Period B-62dae14b31c916761470761b; Financial Literacy - Benavides - Ninth Period-62dae13b31c9167614706df6; Freshman Seminar - Triolo - Ninth Period-62dae13531c9167614706b25; Geometry - McRae - First Period-62dae13931c9167614706d03; Orchestra I - Bello - Tenth Period-62dae14831c916761470744a; Physical Education / Health 9 A - Bradshaw - Fourth Period-62dae13e31c9167614706f73; World History - Jones - Fifth Period-62dae14131c91676147070fc,"Bello, Vincent; Benavides, Edwin; Biggs, Tyasia; Bradshaw, Nicole; Dougba, Varsha; Helmstetter, Daniel; Steen, Michael; Triolo, Matthew; Williams, Courtney",9th Grade Reading; All Students Reading,6/14/2023,6/14/2023,N,Y,40,Yellow Rush Flag,554,Level 4,3 or More Grade Levels Below,,,840L,740L-890L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,616,Level 8,1 Grade Level Below,524,Level 3,3 or More Grade Levels Below,532,Level 3,3 or More Grade Levels Below,520,Level 3,3 or More Grade Levels Below,0,,,,,,Not Applicable
